,TF-IDF
anunció,0.004814143217941647
diciembre,0.004806381173089395
especial,0.004766235193288692
josé,0.0047549469898087995
pues,0.004751201831412183
convertido,0.004749332524684107
ganancias,0.004734455944041576
último,0.004723388316418619
agosto,0.004678077580853103
sinaloa,0.0046340111206932
traficantes,0.004628803545616451
cantidad,0.004582680530206723
octubre,0.004549350159880188
veces,0.004546054882244711
muerte,0.004503820875210083
problemas,0.004483113495715249
tan,0.004422547830781173
uso,0.004416463275076698
mayo,0.004407379479249783
situación,0.004358317401421394
administración,0.0043553916036290176
vea,0.004259142210348341
salvador,0.0042562109072852095
zona,0.0042357325395131476
líderes,0.004147324181144892
perfil,0.00414091778683029
cinco,0.004126913099705107
fuerza,0.004121850636060217
nivel,0.004118064241119413
fin,0.004052603545368311
debido,0.00402262882926082
cuatro,0.003999045750280426
norte,0.003908033432768959
cuales,0.0039025129607114187
información,0.003892623715585287
grandes,0.003871944424192119
tras,0.003871944424192119
ejemplo,0.003871944424192119
número,0.0038250545119568814
perfiles,0.003761224688549716
poder,0.003701780868921447
aún,0.0036407109690700912
actividades,0.0036091887609646742
organizaciones,0.0035444122688669142
ahora,0.0035268733003610145
ciudad,0.00350779928209603
luego,0.0034594096971560084
investigación,0.003401106649306177
pasado,0.0033224242418958224
hecho,0.0032090448427966284
control,0.003201193906039684
narcotráfico,0.0031328942519459582
dijo,0.0029627885909246335
tráfico,0.002948127205556624
nacional,0.0029360108803936267
país,0.00210529118484266
newsbriefselsalvadormovesgangleadersbacktomaxsecurityprisons,0.0
newsbriefselsalvadorgangsconfirmtruce,0.0
newsbriefselsalvadormostviolentmonthsinceendofwar,0.0
postergarlo,0.0
newsbriefselsalvadormurdersfallslightlyin2013butrisingagain,0.0
newsbriefselsalvadorgangscallforarenewedtruce,0.0
negligentes,0.0
newsbriefselsalvadorgangmemberssettingupms13branchinspain,0.0
newsbriefselsalvadorarmscacheexposestexiscartellinktozetas,0.0
newsbriefscachirosknewabouthonduraspoliceoperation,0.0
newsbriefselsalvadorgangsdeepeningdrugtraffickinginvolvementpolice,0.0
newsbriefselsalvadorgangsinvolvedarmstraffickingnetwork,0.0
newsbriefselsalvadorgangsgrenadecarpoliceattack,0.0
newsbriefselsalvadorgangtrucetechnicallyfinishedpolice,0.0
negociaciar,0.0
newsbriefselsalvadorgangsissuethreatsinvideo,0.0
newsbriefselsalvadorgangsoutlinepoliticalmotivesviolence,0.0
negoci,0.0
negocia,0.0
negociables,0.0
newsbriefselsalvadormayhomicidesclimbto65asninthpeacezonelaunched,0.0
negociable,0.0
newsbriefselsalvadorgovernmentwarnsofunifiedsupergangs,0.0
